#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","VersionInfo","BaseName","Mode","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 303.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 303.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 303.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 303","-a---","1568 - SUITE - 303.png","806","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 303.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 400.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 400.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 400.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 400","-a---","1568 - SUITE - 400.png","795","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 400.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 401.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 401.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 401.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 401","-a---","1568 - SUITE - 401.png","789","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 401.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 402.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 402.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 402.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 402","-a---","1568 - SUITE - 402.png","805","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 402.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Sky.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Big Sky.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Sky.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Big Sky","-a---","1595 - CR - Big Sky.png","832","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Sky.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Squaw.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Big Squaw.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Squaw.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Big Squaw","-a---","1595 - CR - Big Squaw.png","881","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Big Squaw.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Brekinridge.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Brekinridge.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Brekinridge.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Brekinridge","-a---","1595 - CR - Brekinridge.png","933","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Brekinridge.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Keystone.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Keystone.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Keystone.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Keystone","-a---","1595 - CR - Keystone.png","851","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Keystone.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Panorama.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Panorama.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Panorama.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Panorama","-a---","1595 - CR - Panorama.png","836","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Panorama.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Powderhorn.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Powderhorn.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Powderhorn.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Powderhorn","-a---","1595 - CR - Powderhorn.png","884","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Powderhorn.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowbasin.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Snowbasin.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowbasin.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Snowbasin","-a---","1595 - CR - Snowbasin.png","904","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowbasin.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowmass.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Snowmass.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowmass.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Snowmass","-a---","1595 - CR - Snowmass.png","875","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Snowmass.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Timberline.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Timberline.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Timberline.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Timberline","-a---","1595 - CR - Timberline.png","894","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Timberline.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Titus.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Titus.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Titus.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Titus","-a---","1595 - CR - Titus.png","767","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Titus.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vail.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Vail.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vail.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Vail","-a---","1595 - CR - Vail.png","722","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vail.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vals.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - Vals.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vals.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - Vals","-a---","1595 - CR - Vals.png","745","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - Vals.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CR - WISP.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CR - WISP.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CR - WISP.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CR - WISP","-a---","1595 - CR - WISP.png","734","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CR - WISP.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CST A.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - CST A.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CST A.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - CST A","-a---","1595 - CUBES - CST A.png","832","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CST A.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CSVS A.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - CSVS A.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CSVS A.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - CSVS A","-a---","1595 - CUBES - CSVS A.png","858","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - CSVS A.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - FIN A.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - FIN A.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - FIN A.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - FIN A","-a---","1595 - CUBES - FIN A.png","866","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - FIN A.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - Fulfillment.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - Fulfillment.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - Fulfillment.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - Fulfillment","-a---","1595 - CUBES - Fulfillment.png","983","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - Fulfillment.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - HR A.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - HR A.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - HR A.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - HR A","-a---","1595 - CUBES - HR A.png","827","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - HR A.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - IT.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - IT.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - IT.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - IT","-a---","1595 - CUBES - IT.png","763","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - IT.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG A.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - MKTG A.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG A.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - MKTG A","-a---","1595 - CUBES - MKTG A.png","889","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG A.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG B.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - CUBES - MKTG B.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG B.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - CUBES - MKTG B","-a---","1595 - CUBES - MKTG B.png","889","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - CUBES - MKTG B.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 01 .png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - FLOOR - 01 .png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 01 .png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - FLOOR - 01 ","-a---","1595 - FLOOR - 01 .png","772","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 01 .png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 07.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1595 - FLOOR - 07.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 07.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1595 - FLOOR - 07","-a---","1595 - FLOOR - 07.png","761","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1595 - FLOOR - 07.png",".png","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","3/20/2014 5:55:33 PM","3/20/2014 9:55:33 PM","Archive"
